name,platform,year_of_release,genre,publisher,na_sales_cleaned,eu_sales_cleaned,jp_sales_cleaned,other_sales_cleaned,global_sales_cleaned,critic_score,critic_count,user_score,user_count,developer,rating
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012,Adventure,ChunSoft,0,0,30000,0,30000,,,,,,
DokiDoki Majo Shinpan! 2,DS,2008,Adventure,SNK Playmore,0,0,30000,0,30000,,,,,,
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment,10000,10000,0,0,30000,66,16,7.8,10,Genki,T
Freaky Flyers,XB,2003,Racing,Midway Games,20000,10000,0,0,30000,64,22,tbd,,Midway,T
Nacho Libre,DS,2006,Action,Majesco Entertainment,30000,0,0,0,30000,56,6,5.8,6,BudCat,E10+
Power Rangers Super Megaforce,3DS,2014,Action,Namco Bandai Games,10000,10000,0,0,30000,43,7,tbd,,Bandai Namco Games,E10+
Homeworld 2,PC,2003,Strategy,Vivendi Games,0,30000,0,0,30000,83,31,8.3,128,Relic,T
Zoboomafoo: Leapin' Lemurs!,PS,2001,Action,Encore,20000,10000,0,0,30000,,,,,,
Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0,30000,0,0,30000,74,8,8.3,70,Ubisoft,E
Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega,0,0,30000,0,30000,,,,,,
Rugby 15,X360,2015,Sports,Bigben Interactive,0,30000,0,0,30000,,,,,HB Studios Multimedia,E
Nettou! Powerful Koushien,DS,2010,Sports,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
Graffiti Kingdom,PS2,2004,Role-Playing,505 Games,10000,10000,0,0,30000,71,27,7.1,12,Taito Corporation,E
King Arthur II,PC,2011,Strategy,Paradox Interactive,0,30000,0,0,30000,,,,,,
Armored Core SL: Silent Line Portable,PSP,2009,Simulation,From Software,0,0,30000,0,30000,,,,,,
Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment,0,20000,0,10000,30000,,,tbd,,Virtual Toys,
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008,Adventure,Marvelous Interactive,0,0,30000,0,30000,,,,,,
Lethal Enforcers I & II,PS,1996,Shooter,Konami Digital Entertainment,20000,10000,0,0,30000,,,,,,
Bubble Bobble Evolution,PSP,2006,Puzzle,Rising Star Games,30000,0,0,0,30000,47,5,tbd,,Opus,E
Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai Games,20000,10000,0,0,30000,78,20,9.3,6,Namco,E
Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft,0,30000,0,0,30000,,,,,,
N+,PSP,2007,Platform,Atari,30000,0,0,0,30000,79,21,7.8,18,"Metanet Software Inc., SilverBirch Studios",E
Minna no Golf Jou Vol.1,PSP,2007,Sports,Sony Computer Entertainment,0,0,30000,0,30000,,,,,,
Ducati World Racing Challenge,PS,2001,Racing,Acclaim Entertainment,20000,10000,0,0,30000,68,7,tbd,,Attention To Detail,E
Super Collapse! II,GBA,2004,Puzzle,Majesco Entertainment,20000,10000,0,0,30000,,,,,,
Pop'n Music 14 Fever!,PS2,2007,Misc,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005,Misc,Majesco Entertainment,20000,10000,0,0,30000,,,,,,
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010,Role-Playing,Gust,0,0,30000,0,30000,,,,,,
Lux-Pain (JP sales),DS,2008,Adventure,Rising Star Games,0,0,30000,0,30000,,,,,,
Smashing Drive,GBA,2004,Racing,Zoo Digital Publishing,20000,10000,0,0,30000,,,tbd,,Raylight Studios,E
Away: Shuffle Dungeon,DS,2008,Role-Playing,Majesco Entertainment,20000,0,0,0,30000,65,17,tbd,,"Mistwalker, Artoon",E10+
Big Mountain 2000,N64,1998,Sports,Imagineer,20000,10000,0,0,30000,,,,,,
Starshot: Space Circus Fever,N64,1998,Platform,Infogrames,20000,10000,0,0,30000,,,,,,
Charlie Blasts Territory,N64,1999,Action,Kemco,20000,10000,0,0,30000,,,,,,
Senko no Ronde DUO,X360,2010,Fighting,G.Rev,0,0,30000,0,30000,,,,,,
Knights of Honor,PC,2004,Strategy,Sunflowers,0,20000,0,10000,30000,77,26,9.1,89,Black Sea Studios,E10+
CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive,20000,10000,0,0,30000,70,11,tbd,,Neverland,E
Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
The Inner World,PC,2013,Adventure,Headup Games,0,30000,0,0,30000,72,18,8.1,48,Headup Games,
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,Marvelous Interactive,0,0,30000,0,30000,,,,,,
Code Geass: Hangyaku no Lelouch,DS,2007,Action,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Terraria,WiiU,2016,Action,505 Games,0,30000,0,0,30000,,,6.9,7,"Engine Software, Re-Logic",T
Hudson x GReeeeN Live!? DeeeeS!?,DS,2010,Misc,Hudson Soft,0,0,30000,0,30000,,,,,,
Daibakushou: Jinsei Gekijou,SNES,1995,Misc,Taito,0,0,30000,0,30000,,,,,,
Marble Madness / Klax,GBA,2005,Puzzle,Zoo Digital Publishing,20000,10000,0,0,30000,,,tbd,,Frame Studios Interactive,E
Downstream Panic!,PSP,2008,Action,Atari,30000,0,0,0,30000,,,,,,
Suzumiya Haruhi no Chokuretsu,DS,2009,Adventure,Sega,0,0,30000,0,30000,,,,,,
DJ Max Portable 3,PSP,2010,Misc,CyberFront,10000,0,20000,0,30000,,,4.6,9,"PM Studios Inc., Pentavision Entertainment",E10+
Boot Camp Academy,Wii,2010,Action,Zoo Games,30000,0,0,0,30000,,,tbd,,Ubisoft,E10+
The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Misc,Namco Bandai Games,0,0,30000,0,30000,,,,,,
S.Y.K Renshouden,PS2,2010,Adventure,Idea Factory,0,0,30000,0,30000,,,,,,
Empire Earth II,PC,2005,Strategy,Vivendi Games,0,30000,0,0,30000,79,39,7.1,89,Mad Doc Software,T
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0,0,30000,0,30000,,,,,,
Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,Game Factory,30000,0,0,0,30000,58,16,tbd,,Shin'en,E
Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,20000,10000,0,0,30000,,,,,,
Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007,Strategy,Broccoli,0,0,30000,0,30000,,,,,,
D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Adventure,Sweets,0,0,30000,0,30000,,,,,,
Konpeki no Kantai,SNES,1995,Strategy,Angel Studios,0,0,30000,0,30000,,,,,,
Who Wants to be a Millionaire: 1st Edition,Wii,2007,Misc,Ubisoft,0,30000,0,0,30000,,,,,,
BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,JVC,20000,10000,0,0,30000,,,,,,
Tenka-bito,PS2,2006,Strategy,Sega,0,0,30000,0,30000,,,,,,
Hot Pixel,PSP,2007,Puzzle,Atari,30000,0,0,0,30000,55,35,6.5,6,zSlide,T
Doodle Hex,DS,2008,Puzzle,Pinnacle,0,30000,0,0,30000,68,14,,,Tragnarion Studios,
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015,Role-Playing,Compile Heart,0,0,30000,0,30000,,,,,,
Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,10000,20000,0,0,30000,74,5,8.1,7,Milestone S.r.l,E
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009,Action,Takara Tomy,0,0,30000,0,30000,,,,,,
Codename: Panzers Cold War,PC,2009,Strategy,Atari,0,20000,0,0,30000,67,28,5.8,8,Stormregion,T
Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios,20000,10000,0,0,30000,,,,,,
Story Hour: Adventures,Wii,2008,Adventure,Zoo Digital Publishing,30000,0,0,0,30000,,,tbd,,Other Ocean Interactive,E
Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb,0,0,30000,0,30000,,,,,,
R-Type III: The Third Lightning,GBA,2004,Shooter,Zoo Digital Publishing,20000,10000,0,0,30000,46,11,tbd,,Raylight Studios,E
Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,30000,0,0,0,30000,59,14,5.8,162,LucasArts,T
Heathcliff! The Fast and the Furriest,Wii,2010,Racing,Storm City Games,30000,0,0,0,30000,,,tbd,,Storm City Games,E
Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0,0,30000,0,30000,,,,,,
Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Majesco Entertainment,30000,0,0,0,30000,51,5,tbd,,Irem,E
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company,0,0,30000,0,30000,,,,,,
Hakuouki,PS2,2008,Adventure,Idea Factory,0,0,30000,0,30000,,,,,,
Atomic Betty,GBA,2005,Puzzle,Atari,20000,10000,0,0,30000,62,10,7.5,6,"Big Blue Bubble Inc., Breakthrough New Media",E
"Princess Natasha: Student, Secret Agent, Princess",DS,2006,Action,Zoo Digital Publishing,30000,0,0,0,30000,,,,,,
Doom,PC,1992,Shooter,id Software,20000,0,0,0,30000,85,44,8.2,1796,id Software,M
Robin Hood: Defender of the Crown,XB,2003,Strategy,Capcom,20000,10000,0,0,30000,57,13,tbd,,Atomic Planet Entertainment,T
Monster Hunter Frontier Online: Season 10,X360,2011,Role-Playing,Capcom,0,0,30000,0,30000,,,,,,
Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,20000,10000,0,0,30000,35,7,8,7,Prograph,E
Armored Core: Last Raven Portable,PSP,2010,Simulation,From Software,0,0,30000,0,30000,,,tbd,,From Software,T
Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Agetec,20000,10000,0,0,30000,,,,,,
SD Gundam: Gashapon Wars,Wii,2010,Strategy,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Curious George,XB,2006,Action,Namco Bandai Games,20000,10000,0,0,30000,57,11,tbd,,Monkey Bar Games,E
Disney's Aladdin,GBA,2003,Platform,Capcom,20000,10000,0,0,30000,59,17,tbd,,Disney Interactive,E
Virtual Pool: Tournament Edition,XB,2005,Sports,Global Star,20000,10000,0,0,30000,62,6,tbd,,Celeris,E
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,Sega,0,0,30000,0,30000,,,,,,
SimCity,PC,1988,Simulation,Maxis,0,20000,0,10000,30000,64,75,2.2,4572,Maxis,E10+
Nippon no Asoko de,PSP,2008,Misc,Sony Computer Entertainment,0,0,30000,0,30000,,,,,,
Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0,30000,0,0,30000,64,14,6.1,35,EA Bright Light,E10+
Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create,0,0,30000,0,30000,,,,,,
Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer,30000,0,0,0,30000,,,tbd,,Destineer,E
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,10000,10000,10000,0,30000,,,,,,
MapleStory DS,DS,2010,Role-Playing,Nexon,0,0,30000,0,30000,,,,,,
Playmobil Top Agents,DS,2010,Action,JoWood Productions,0,30000,0,0,30000,,,,,Dreamcatcher,E10+
Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,0,20000,0,0,30000,59,12,5.3,210,id Software,M
Pimp My Ride: Street Racing,DS,2009,Racing,Activision,30000,0,0,0,30000,,,tbd,,Virtuos,E
Romance of the Three Kingdoms II,3DS,2015,Strategy,Tecmo Koei,0,0,30000,0,30000,,,,,,
Popeye: Rush for Spinach,GBA,2005,Platform,Atari,20000,10000,0,0,30000,48,9,4.2,5,Magic Pockets,E
Culdcept,PS2,2002,Strategy,Sega,10000,10000,0,0,30000,78,26,8.9,9,NEC Interchannel,T
Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996,Role-Playing,NEC,0,0,30000,0,30000,,,,,,
Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0,0,30000,0,30000,,,7.4,5,Koei Tecmo Games,T
BeatMania IIDX 15: DJ Troopers,PS2,2008,Simulation,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,2011,Misc,Unknown,0,0,30000,0,30000,,,,,,
Planet of the Apes,GBA,2001,Action,Ubisoft,20000,10000,0,0,30000,54,6,tbd,,Torus Games,E
OZMAFIA!! -vivace-,PSV,2015,Adventure,dramatic create,0,0,30000,0,30000,,,,,,
Drake & Josh: Talent Showdown,DS,2007,Adventure,THQ,30000,0,0,0,30000,,,,,,
Hissatsu Pachinko Collection 3,SNES,1995,Misc,Sunsoft,0,0,30000,0,30000,,,,,,
Real World Golf,XB,2006,Sports,Mad Catz,20000,10000,0,0,30000,74,12,tbd,,"Aqua Pacific, In2Games",E
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,0,30000,0,0,30000,,,tbd,,"Vicious Cycle, Little Orbit",E10+
Oumagatoki: Kaidan Romance,PSP,2012,Action,Quinrose,0,0,30000,0,30000,,,,,,
GTR Evolution,PC,2008,Racing,Atari,0,20000,0,0,30000,83,19,8.2,63,SimBin,E
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
Hayate no Gotoku! Nightmare Paradise,PSP,2009,Adventure,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0,30000,0,0,30000,73,36,6.9,583,"City Interactive, Deck 13",M
NBA 08,PSP,2007,Sports,Sony Computer Entertainment,30000,0,0,0,30000,75,18,7.5,8,SCEA,E
Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0,20000,0,0,30000,87,52,8.2,275,Ironclad Games,T
New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,5pb,0,0,30000,0,30000,,,,,,
The Wolf Among Us,X360,2011,Adventure,Telltale Games,10000,20000,0,0,30000,83,5,7.7,88,,
HappinessCharge PreCure! Kawarun Collection,3DS,2014,Misc,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Nanashi no Game Me,DS,2009,Action,Square Enix,0,0,30000,0,30000,,,,,,
NBA 2K13,PC,2012,Sports,Take-Two Interactive,0,20000,0,0,30000,90,5,6.8,130,Visual Concepts,E
Resident Evil 4,PC,2007,Action,Ubisoft,0,20000,0,0,30000,76,15,7.4,242,Capcom,M
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games,10000,10000,0,0,30000,48,15,tbd,,Natsume,E10+
007: Quantum of Solace,PC,2008,Action,Activision,10000,10000,0,0,30000,70,18,6.3,55,Treyarch,T
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007,Action,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Megpoid the Music#,PSP,2013,Misc,Asgard,0,0,30000,0,30000,,,,,,
Batman: A Telltale Game Series,XOne,2016,Adventure,Telltale Games,20000,10000,0,0,30000,,,4.3,7,Telltale Games,M
Wallace & Gromit in Project Zoo,XB,2003,Platform,BAM! Entertainment,20000,10000,0,0,30000,,,,,,
Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios,0,30000,0,0,30000,,,,,,
Grid Runner,PS,1996,Action,Virgin Interactive,20000,10000,0,0,30000,,,,,,
Saihai no Yukue,DS,2008,Strategy,Tecmo Koei,0,0,30000,0,30000,,,,,,
Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive,20000,10000,0,0,30000,44,14,7.2,5,Panther Software,T
Drome Racers,GC,2003,Racing,Electronic Arts,20000,10000,0,0,30000,54,5,6.6,5,Attention To Detail,E
World of Zoo,PC,2009,Simulation,THQ,0,20000,0,10000,30000,,,8.4,11,Blue Fang Games,E
Guitar Freaks V & DrumMania V,PS2,2006,Simulation,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009,Adventure,Level 5,0,0,30000,0,30000,,,,,,
Royal Palace of White Sword and The City of Gentiles,PC,2009,Role-Playing,Take-Two Interactive,0,20000,0,0,30000,,,,,,
Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,30000,0,0,0,30000,,,tbd,,Various,T
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing,20000,10000,0,0,30000,70,7,7,4,Naps Team,T
Dream Pinball 3D,DS,2008,Misc,SouthPeak Games,30000,0,0,0,30000,,,tbd,,TopWare Interactive,E10+
Future Tactics: The Uprising,XB,2004,Strategy,JoWood Productions,20000,10000,0,0,30000,61,24,tbd,,,
Winter Sports 3: The Great Tournament,PS3,2010,Sports,Tradewest,0,20000,0,10000,30000,,,,,49Games,E
Power Poke Dash,GBA,2006,Sports,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009,Misc,D3Publisher,0,0,30000,0,30000,,,,,,
Detective Opera: Milky Holmes 2,PSP,2012,Adventure,BushiRoad,0,0,30000,0,30000,,,,,,
Nisekoi: Yomeiri!?,PSV,2014,Adventure,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
Blaze Union: Story to Reach the Future,PSP,2010,Role-Playing,Sting,0,0,30000,0,30000,,,,,,
Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,0,30000,0,0,30000,,,tbd,,"Torus Games, Little Orbit",E
Handball 16,PS3,2015,Sports,Bigben Interactive,0,20000,0,0,30000,,,tbd,,EKO Software,E
Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0,20000,0,0,30000,68,16,5.2,19,Nitro Games,T
LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,30000,0,0,0,30000,73,11,6.6,17,Traveller's Tales,E10+
Race Driver 2006,PSP,2006,Racing,Codemasters,30000,0,0,0,30000,81,16,8.5,6,Sumo Digital,T
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010,Adventure,Alchemist,0,0,30000,0,30000,,,,,,
Samurai Warriors: Sanada Maru,PS4,2016,Action,Tecmo Koei,0,0,30000,0,30000,,,,,Omega Force,
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,20000,10000,0,0,30000,44,16,8.6,5,Natsume,T
Battlefield 1942: The WW II Anthology,PC,2004,Shooter,Electronic Arts,10000,10000,0,0,30000,,,,,,
Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0,0,30000,0,30000,,,,,,
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011,Misc,Unknown,0,0,30000,0,30000,,,,,,
Parfait,PSV,2015,Adventure,TGL,0,0,30000,0,30000,,,,,,
Mighty No. 9,WiiU,2016,Platform,Deep Silver,20000,10000,0,0,30000,48,9,4.6,78,Inti Creates,E10+
Roadsters,PS,2000,Racing,Titus,20000,10000,0,0,30000,,,tbd,,,
Merv Griffin's Crosswords,DS,2008,Puzzle,ValuSoft,30000,0,0,0,30000,,,,,,
DeathSmiles II,X360,2010,Shooter,Cave,0,0,30000,0,30000,,,,,,
The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia,0,30000,0,0,30000,,,,,,
Kenka Bancho Otome,PSV,2016,Action,Screenlife,0,0,30000,0,30000,,,,,,
Calcio Bit,GBA,2006,Sports,Nintendo,0,0,30000,0,30000,,,,,,
Star Trek: The Game,PC,2013,Action,Namco Bandai Games,0,20000,0,0,30000,,,,,,
Whiteout,XB,2002,Racing,Konami Digital Entertainment,20000,10000,0,0,30000,58,4,tbd,,Konami,T
Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006,Strategy,Broccoli,0,0,30000,0,30000,,,,,,
Kung Fu Panda: Legendary Warriors,DS,2008,Action,Activision,20000,0,0,0,30000,73,7,tbd,,Artificial Mind and Movement,E10+
Hyakumanton no Bara Bara,PSP,2010,Strategy,Sony Computer Entertainment,0,0,30000,0,30000,,,,,,
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0,20000,0,10000,30000,73,16,8.4,12,Compile Heart,T
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,20000,0,0,30000,88,31,8.4,124,Croteam,E10+
Hajime no Ippo: The Fighting,GBA,2002,Fighting,ESP,0,0,30000,0,30000,,,,,,
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,Idea Factory,0,0,30000,0,30000,,,,,,
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,30000,0,0,0,30000,47,27,8.2,12,"Neverland, Idea Factory",T
Syberia II,XB,2004,Adventure,Ubisoft,20000,10000,0,0,30000,71,7,8.7,6,Microids,T
Motor Trend presents Lotus Challenge,XB,2003,Racing,Xicat Interactive,20000,10000,0,0,30000,61,9,tbd,,Kuju Entertainment,E
Braid,PC,2009,Platform,Number None,0,20000,0,0,30000,90,11,8.6,819,"Number None Inc., Knockout Games",E10+
Gudetama: Hanjuku de Tanomuwa,3DS,2015,Action,Rocket Company,0,0,30000,0,30000,,,,,,
LEGO Legends of Chima: Laval's Journey,DS,2013,Adventure,Unknown,0,30000,0,0,30000,,,tbd,,TT Games,E10+
Bleach DS 4th: Flame Bringer,DS,2009,Action,Sega,0,0,30000,0,30000,,,,,,
Syberia,PC,2002,Action,Microids,0,20000,0,0,30000,82,26,8.5,235,Microids,T
Pacific Liberator,Wii,2009,Action,Zoo Games,30000,0,0,0,30000,,,tbd,,Team6 Game Studios,T
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009,Adventure,Level 5,0,0,30000,0,30000,,,,,,
The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore,0,0,30000,0,30000,,,,,,
Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment,30000,0,0,0,30000,,,,,,
Turn It Around,DS,2006,Action,505 Games,30000,0,0,0,30000,39,11,4.5,4,"Taito Corporation, 505 Games",E
Nisenochigiri: Omoide no Saki e,PSP,2011,Adventure,Idea Factory,0,0,30000,0,30000,,,,,,
Jack Keane,PC,2008,Adventure,Kalypso Media,0,20000,0,0,30000,69,25,7,21,Legacy Interactive,T
Girls Only,DS,2010,Simulation,Foreign Media Games,30000,0,0,0,30000,,,,,,
Monsters vs. Aliens,PC,2009,Action,Activision,10000,10000,0,0,30000,63,8,6.2,5,Beenox,E10+
In Cold Blood,PS,2000,Adventure,Sony Computer Entertainment,20000,10000,0,0,30000,,,,,,
Fireblade,GC,2002,Action,Midway Games,20000,10000,0,0,30000,,,tbd,,Kuju Entertainment,T
Kamigami no Asobi,PSP,2013,Adventure,Broccoli,0,0,30000,0,30000,,,,,,
Harukanaru Toki no Naka de 6,PSV,2015,Action,Tecmo Koei,0,0,30000,0,30000,,,,,,
Kong: King of Atlantis,GBA,2005,Action,THQ,20000,10000,0,0,30000,,,tbd,,SkyRiver Studios,E
Kidou Senshi V Gundam,SNES,1994,Action,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
Wrestle Angels: Survivor 2,PS2,2008,Fighting,Tryfirst,0,0,30000,0,30000,,,,,,
Onechanbara Z Kagura,X360,2012,Action,D3Publisher,0,0,30000,0,30000,,,,,,
Ride,PC,2015,Racing,Milestone S.r.l.,0,30000,0,0,30000,68,8,4.8,30,Milestone S.r.l,E
The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore,20000,10000,0,0,30000,76,23,tbd,,SNK,T
ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,Konami Digital Entertainment,20000,10000,0,0,30000,71,8,tbd,,Konami,T
Mega Minis Volume 2,PSP,2011,Misc,Sony Computer Entertainment,0,20000,0,10000,30000,,,,,,
Safari Adventures: Africa,DS,2008,Adventure,Neko Entertainment,30000,0,0,0,30000,,,tbd,,Conspiracy Entertainment,E
Tsuku Monogatari,PSP,2011,Adventure,FuRyu,0,0,30000,0,30000,,,,,,
Vitamin Z,PS2,2009,Adventure,D3Publisher,0,0,30000,0,30000,,,,,,
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011,Adventure,Alchemist,0,0,30000,0,30000,,,,,,
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti,0,0,30000,0,30000,,,,,,
Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012,Role-Playing,Ackkstudios,0,0,30000,0,30000,,,,,,
The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games,30000,0,0,0,30000,26,6,tbd,,Storm City Games,E
Nobunaga no Yabou DS 2,DS,2008,Strategy,Tecmo Koei,0,0,30000,0,30000,,,,,,
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Metal Saga: Hagane no Kisetsu,DS,2006,Role-Playing,Success,0,0,30000,0,30000,,,,,,
Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment,20000,10000,0,0,30000,65,14,tbd,,Warthog,E
SingStar Fussballhits,PS3,2010,Misc,Sony Computer Entertainment,0,20000,0,10000,30000,,,,,,
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,2016,Adventure,5pb,0,0,30000,0,30000,,,,,,
Dream Club Zero Portable,PSV,2011,Simulation,D3Publisher,0,0,30000,0,30000,,,,,,
LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,20000,10000,0,0,30000,79,15,7.9,55,Traveller's Tales,E10+
Samurai Warriors 2,PS3,2013,Action,Tecmo Koei,0,0,30000,0,30000,,,,,,
Bus Simulator 16,PC,2016,Simulation,Astragon,0,30000,0,0,30000,46,8,6.1,18,Still Alive Studios,
Mystery Trackers: The Void,PC,2011,Puzzle,Focus Home Interactive,0,20000,0,0,30000,,,tbd,,Big Fish Games,
Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory,0,0,30000,0,30000,,,,,,
Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,0,0,30000,0,30000,,,,,,
The Croods: Prehistoric Party!,WiiU,2013,Misc,D3Publisher,10000,10000,0,0,30000,,,,,,
Betty Boop's Double Shift,DS,2007,Puzzle,Zoo Digital Publishing,30000,0,0,0,30000,,,tbd,,DSI Games,E
Battle vs. Chess,X360,2011,Misc,TopWare Interactive,0,20000,0,0,30000,,,,,"Targem Games, TopWare Interactive",T
Biohazard: Revival Selection,X360,2011,Action,Capcom,0,0,30000,0,30000,,,,,,
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,20000,0,0,0,30000,,,7.3,4,Cauldron Ltd.,T
Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,CyberFront,0,0,30000,0,30000,,,,,,
UK Truck Simulator,PC,2010,Simulation,Unknown,0,30000,0,0,30000,,,,,,
